"ID","路线编号","所在行政区划代码","路线名称","起点名称","止点名称","起点桩号","止点桩号","里程（公里）","技术等级代码","技术等级","是否一幅高速","车道数量(个)","面层类型代码","面层类型","路基宽度(米)","路面宽度(米)","面层厚度(厘米)","设计时速(公里/小时)","修建年度","改建年度","最近一次修复养护年度","断链类型","是否城管路段","是否断头路段","路段收费性质","重复路段线路编号","重复路段起点桩号","重复路段终点桩号","养护里程","可绿化里程","已绿化里程","地貌代码","地貌汉字","涵洞数量(个)","管养单位名称","省际出入口","国道调整前路线编号","是否按干线公路管理接养","备注","F40","startx","starty","endx","endy"
"3805","S320","141122","祁方线","西社","野则河","56.873","63.54","6.667","12","二级","否","2","11","沥青混凝土","8.5","7.5","8","60","1997","","2008","5","否","否","非收费","S219","57.193","63.86","0","0","0","1","山岭","0","交城公路管理段","0","S320","是","","","MTExLjk1OTYzMTY2","MzcuNTQ2OTcxNjY=","MTExLjkwNDI3MTcy","MzcuNTYwNjc5MDg="
"3808","S320","141122","祁方线","上长斜","横尖","86.154","90","3.846","12","二级","否","2","11","沥青混凝土","8.5","7.5","7","60","2010","","","0","否","否","非收费","","","","3.846","3.825","3.825","1","山岭","10","交城公路管理段","0","S320","是","","","MTExLjc0ODQ2MTU4","MzcuNjQ4Mjc1Mg==","MTExLjcxNTgzOTky","MzcuNjU2NDkwOTY="
"3809","S320","141122","祁方线","横尖","保护区","90","95","5","12","二级","否","2","11","沥青混凝土","7.5","6.5","8","60","1973","","2008","0","否","否","非收费","","","","5","4.957","0","1","山岭","11","交城公路管理段","0","S320","是","","","MTExLjcxNTgzOTky","MzcuNjU2NDkwOTY=","MTExLjY2NzkyODM2","MzcuNjYwMTM4Mzc="
"3810","S320","141122","祁方线","保护区","保护区","95","109.046","14.046","13","三级","否","1","11","沥青混凝土","7.5","6","8","40","1973","","2009","0","否","否","非收费","","","","14.046","14.018","0","1","山岭","37","交城公路管理段","0","S320","是","","","MTExLjY2NzkyODM2","MzcuNjYwMTM4Mzc=","MTExLjU1MDU=","MzcuNzE4MDg1"
"3815","S320","141128","祁方线","阳圪台","郝家庄","142.781","151.598","8.817","13","三级","否","2","11","沥青混凝土","7.5","6.5","4","40","1973","","2005","0","否","否","非收费","","","","8.817","8.684","8.684","3","微丘","15","方山公路管理段","0","S320","是","","","MTExLjM5MjM5NTA4","MzcuOTA5MDM0MDU=","MTExLjMwNDk0MTY0","MzcuOTMwNjUwMDM="
"3816","S320","141128","祁方线","郝家庄","郝家庄1","151.598","154.523","2.925","13","三级","否","2","11","沥青混凝土","7.5","6.5","4","40","1973","","2005","0","否","否","非收费","","","","2.925","2.925","2.925","3","微丘","9","方山公路管理段","0","S320","是","","","MTExLjMwNDk0MTY0","MzcuOTMwNjUwMDM=","MTExLjI3NzEwMzMz","MzcuOTQ0MDgwODM="
"3817","S320","141128","祁方线","郝家庄1","麻地会","154.523","155.886","1.363","13","三级","否","2","11","沥青混凝土","7.5","6.5","4","40","1973","","2005","0","否","否","非收费","","","","1.363","1.363","1.363","3","微丘","3","方山公路管理段","0","S320","是","","","MTExLjI3NzEwMzMz","MzcuOTQ0MDgwODM=","MTExLjI2MTkxOTg3","MzcuOTQ0MTM3MjU="
"3818","S320","141128","祁方线","麻地会","水沟湾","155.886","156.606","0.72","12","二级","否","2","11","沥青混凝土","12","9","5","60","1984","","2011","0","否","否","非收费","","","","0.72","0.72","0.72","1","山岭","1","方山公路管理段","0","S320","是","","","MTExLjI2MTkxOTg3","MzcuOTQ0MTM3MjU=","MTExLjI2MjYzMDI=","MzcuOTM3Njk0MjM="
"3829","S322","140722","南沁线","桐峪","坪上","36.762","38.932","2.17","12","二级","否","2","11","沥青混凝土","10.5","8.5","6.5","60","2006","","","0","否","否","非收费","","","","2.17","2.17","0","1","山岭","0","左权公路管理段","0","S322","是","","","MTEzLjMzMjQyNzI=","MzYuOTU1MDg5ODY=","MTEzLjMxMzk3NjY2","MzYuOTQ5NjE="
"3830","S322","140429","南沁线","坪上","连元村","38.932","95","56.068","12","二级","否","2","11","沥青混凝土","8.5","8.5","5","60","2005","","","0","否","否","非收费","","","","56.068","56.068","51.674","2","重丘","190","武乡公路管理段","0","S322","是","","","MTEzLjMxMzk3NjY2","MzYuOTQ5NjE=","MTEyLjg5Mzk1ODI3","MzYuODIzMjgxMDM="
"3831","S322","140429","南沁线","连元村","丰州镇","95","98.5","3.5","12","二级","否","2","11","沥青混凝土","10","10","5","60","2005","","","0","否","否","非收费","","","","3.5","3.5","1.65","2","重丘","12","武乡公路管理段","0","S322","是","","","MTEyLjg5Mzk1ODI3","MzYuODIzMjgxMDM=","MTEyLjg2MDMxNDYx","MzYuODI4MTE0NTc="
"3832","S322","140429","南沁线","丰州镇","重复南沁线终点","98.5","99.018","0.518","12","二级","否","4","11","沥青混凝土","18","18","5","60","2005","","","0","否","否","非收费","","","","0.518","0.518","0.518","2","重丘","1","武乡公路管理段","0","S322","是","","","MTEyLjg2MDMxNDYx","MzYuODI4MTE0NTc=","MTEyLjg1NTE5Mzcz","MzYuODI1OTE2ODg="
"3833","S322","140429","南沁线","重复南沁线终点","富庄","99.018","99.856","0.838","12","二级","否","4","11","沥青混凝土","18","18","5","80","2005","","","0","否","否","非收费","G519","43.958","43.12","0.838","0.838","0.838","3","微丘","0","武乡公路管理段","0","S322","是","","","MTEyLjg1NTE5Mzcz","MzYuODI1OTE2ODg=","MTEyLjg0NzAyMDQ=","MzYuODIyMjY5MTk="
"3834","S322","140429","南沁线","富庄","富庄西","99.856","100.215","0.359","12","二级","否","2","11","沥青混凝土","12","12","5","80","2005","","","0","否","否","非收费","G519","43.12","42.761","0.359","0.359","0.359","1","山岭","1","武乡公路管理段","0","S322","是","","","MTEyLjg0NzAyMDQ=","MzYuODIyMjY5MTk=","MTEyLjg0MzM3MzA3","MzYuODIwOTAxOTU="
"3839","S322","140430","南沁线","定昌镇","定昌镇","119.9","120.7","0.8","12","二级","否","6","11","沥青混凝土","20","20","5","60","2005","","","0","否","否","非收费","","","","0.8","0.8","0.8","2","重丘","1","沁县公路管理段","0","S322","是","","","MTEyLjY5ODE1OTg3","MzYuNzY3OTUzMDk=","MTEyLjY5MzA5NQ==","MzYuNzY0MDI4MzM="
"3840","S322","140430","南沁线","定昌镇","定昌镇","120.7","121.75","1.05","12","二级","否","4","11","沥青混凝土","16","16","3","60","2005","","","0","否","否","非收费","","","","1.05","1.05","1.05","2","重丘","0","沁县公路管理段","0","S322","是","","","MTEyLjY5MzA5NQ==","MzYuNzY0MDI4MzM=","MTEyLjY4NDIzNjc=","MzYuNzYwNzkwMDQ="
"3842","S322","140430","南沁线","西渠上村","西渠上村","121.95","122.05","0.1","12","二级","否","2","11","沥青混凝土","14.5","14.5","5","60","2005","","","0","否","否","非收费","","","","0.1","0.1","0.1","2","重丘","0","沁县公路管理段","0","S322","是","","","MTEyLjY4MTg3NjY3","MzYuNzYwODA5OTg=","MTEyLjY4MDk5","MzYuNzYwNzQ1"
"3845","S322","140430","南沁线","中陈村","迎村","123.932","125.535","1.603","12","二级","否","2","11","沥青混凝土","12","11","5","60","2006","2009","","0","否","否","非收费","","","","1.603","1.603","1.603","2","重丘","3","沁县公路管理段","0","S322","是","","","MTEyLjY1Nzg2ODM2","MzYuNzYyNjY4MzY=","MTEyLjY0MjA3NjY2","MzYuNzU4MDQzMzM="
"3848","S323","141024","沁洪线","梗陛","城东村","98.236","99.96","1.724","11","一级","否","4","11","沥青混凝土","25","15","7","40","1984","","","0","否","否","非收费","","","","1.724","1.724","1.46","4","平原","1","洪洞公路管理段","0","S323","是","","","MTExLjY5NTQ3MDMz","MzYuMjQ2Nzk0MzM=","MTExLjY3NzM5MjI=","MzYuMjUyNTA3Mjc="
"3849","S323","141024","沁洪线","城东村","洪洞城区","99.96","101.76","1.8","11","一级","否","4","11","沥青混凝土","29","15","7","60","1984","","","0","否","否","非收费","","","","1.8","1.8","1.8","4","平原","1","洪洞公路管理段","0","S323","是","","","MTExLjY3NzM5MjI=","MzYuMjUyNTA3Mjc=","MTExLjY2MDkzOTY=","MzYuMjUxMjUyNzM="
"3856","S324","140406","河潞线","公铁平交","微子镇","61.33","61.826","0.496","12","二级","否","2","11","沥青混凝土","12","11","3","60","1994","2010","","0","否","否","非收费","","","","0.496","0.496","0.496","2","重丘","1","潞城公路管理段","0","S324","是","","","MTEzLjMwMzE5NTM5","MzYuMzI5MDU1Nzc=","MTEzLjI5ODc0NDMy","MzYuMzMxNjM5MTQ="
"3857","S324","140406","河潞线","微子镇","潞城","61.826","63.627","1.801","12","二级","否","2","11","沥青混凝土","11.7","10.5","3","60","1973","2010","","0","否","否","非收费","","","","1.801","1.801","1.801","3","微丘","4","潞城公路管理段","0","S324","是","","","MTEzLjI5ODc0NDMy","MzYuMzMxNjM5MTQ=","MTEzLjI4MDExMzQ2","MzYuMzI1NDg3OTc="
"3858","S324","140406","河潞线","潞城","五里后村","63.627","65.016","1.389","12","二级","否","2","11","沥青混凝土","11.7","10.5","3","60","1973","2006","","0","否","否","非收费","","","","1.389","1.389","1.088","4","平原","5","潞城公路管理段","0","S324","是","","","MTEzLjI4MDExMzQ2","MzYuMzI1NDg3OTc=","MTEzLjI2NDg0MDIx","MzYuMzIzNjM4MzM="
"3861","S325","140406","李东线","李庄村","潞城平顺界","0","2.715","2.715","12","二级","否","2","11","沥青混凝土","8.5","8","3","60","2005","","","0","否","否","非收费","","","","2.715","2.715","1.44","2","重丘","4","潞城公路管理段","0","S325","是","","","MTEzLjM3MDkwNTE5","MzYuMzE3OTc3Nzg=","MTEzLjM5NjE3MjI=","MzYuMzA3MzI4Mjc="
"3862","S325","140425","李东线","潞城平顺界","山南底村","2.715","14.8","12.085","12","二级","否","2","11","沥青混凝土","8.5","8","6.5","60","2005","","","0","否","否","非收费","","","","12.085","12.085","12.085","2","重丘","24","平顺公路管理段","0","S325","是","","","MTEzLjM5NjE3MjI=","MzYuMzA3MzI4Mjc=","MTEzLjQ0MTI5MDAx","MzYuMjE3NDU5OTk="
"3863","S325","140425","李东线","山南底村","平顺","14.8","16.821","2.021","13","三级","否","2","23","沥青表面处治","8","6.5","3","40","2005","","","0","否","否","非收费","","","","2.021","2.021","1.356","2","重丘","2","平顺公路管理段","0","S325","是","","","MTEzLjQ0MTI5MDAx","MzYuMjE3NDU5OTk=","MTEzLjQzNjE3NDc2","MzYuMjAwOTkwODk="
"3866","S325","140425","李东线","苗庄村","苗庄村","37.2","37.821","0.621","13","三级","否","2","12","水泥混凝土","7.5","7","22","40","2005","","","0","否","否","非收费","","","","0.621","0.621","0","2","重丘","0","平顺公路管理段","0","S325","是","","","MTEzLjI3NjQyNjU1","MzYuMjE5NTM5ODU=","MTEzLjI3Mzg5NTU3","MzYuMjE0MzgzNDg="
"3867","S325","140425","李东线","苗庄村","苗庄村","37.821","38.472","0.651","13","三级","否","2","22","沥青碎石","7.5","6.5","3","40","2005","","","0","否","否","非收费","","","","0.651","0.651","0","2","重丘","1","平顺公路管理段","0","S325","是","","","MTEzLjI3Mzg5NTU3","MzYuMjE0MzgzNDg=","MTEzLjI3MTU2ODky","MzYuMjA4ODg2MTI="
"3868","S325","140425","李东线","苗庄村","平顺壶关界","38.472","38.686","0.214","13","三级","否","2","11","沥青混凝土","7.5","6.5","9","40","2005","2017","","0","否","否","非收费","","","","0.214","0.214","0","2","重丘","0","平顺公路管理段","0","","是","","","MTEzLjI3MTU2ODky","MzYuMjA4ODg2MTI=","MTEzLjI3MDAyNzg0","MzYuMjA3NDQyNTI="
"3869","S325","140427","李东线","平顺壶关界","辛庄","38.686","41.28","2.594","13","三级","否","2","11","沥青混凝土","7.5","6.5","9","40","2005","2017","","0","否","否","非收费","","","","2.594","2.594","1.948","2","重丘","1","长治市公路管理段","0","S325","是","","","MTEzLjI3MDAyNzg0","MzYuMjA3NDQyNTI=","MTEzLjI1Nzc0NzIz","MzYuMTg3MDU2NTE="
"3873","S325","140427","李东线","东长井","东长井入口","48.413","48.682","0.269","13","三级","否","2","11","沥青混凝土","7.5","6.5","7","40","2003","","","0","否","否","非收费","","","","0.269","0.269","0.269","3","微丘","0","长治市公路管理段","0","S325","是","","","MTEzLjE5MTgxNzA3","MzYuMTYwOTcyMDQ=","MTEzLjE4OTYzMjE4","MzYuMTYyMzcwNDY="
"3875","S325","140403","李东线","西长井村东","西长井村西","49.039","49.636","0.597","13","三级","否","2","12","水泥混凝土","7.5","6.5","7","40","2003","","","0","否","否","非收费","","","","0.597","0.597","0.597","3","微丘","0","长治市公路管理段","0","S325","是","","","MTEzLjE4NjIyODI5","MzYuMTYzOTYzMzY=","MTEzLjE4MDE3Nzg0","MzYuMTY2MTg1MzQ="
"3876","S325","140403","李东线","西长井村西","石桥岔口","49.636","50.014","0.378","13","三级","否","2","11","沥青混凝土","7.5","6.5","7","40","2003","","","0","否","否","非收费","","","","0.378","0.378","0.378","3","微丘","1","长治市公路管理段","0","S325","是","","","MTEzLjE4MDE3Nzg0","MzYuMTY2MTg1MzQ=","MTEzLjE3NjE2NzU2","MzYuMTY2ODkxMjg="
"3877","S325","140403","李东线","石桥岔口","壶口桥入口","50.014","52.983","2.969","13","三级","否","2","11","沥青混凝土","8.5","7.5","7","40","2003","","","0","否","否","非收费","","","","2.969","2.969","2.791","3","微丘","4","长治市公路管理段","0","S325","是","","","MTEzLjE3NjE2NzU2","MzYuMTY2ODkxMjg=","MTEzLjE0NjUyOTE3","MzYuMTcyODQxNjg="
"3879","S325","140403","李东线","壶口桥东","壶口街","53.283","53.903","0.62","13","三级","否","2","11","沥青混凝土","7.5","6.5","7","40","2003","","","0","否","否","非收费","","","","0.62","0.62","0","3","微丘","0","长治市公路管理段","0","S325","是","","","MTEzLjE0Mzk3Mjk3","MzYuMTcwOTM0NTY=","MTEzLjEzODIzNzQy","MzYuMTczOTU0NjI="
"3880","S325","140403","李东线","壶口街","东环立交","53.903","54.155","0.252","13","三级","否","2","11","沥青混凝土","12","12","7","40","2003","2009","","0","否","否","非收费","","","","0.252","0.252","0","3","微丘","0","长治市公路管理段","0","S325","是","","","MTEzLjEzODIzNzQy","MzYuMTczOTU0NjI=","MTEzLjEzNTY2NQ==","MzYuMTc0NzczMzM="
"3885","S326","140428","长安线","宋村东（2009年改建新旧路交叉点）","宋村","8.344","9.1","0.756","12","二级","否","2","11","沥青混凝土","12","11.4","6","60","1996","","","0","否","否","非收费","","","","0.756","0.756","0.756","4","平原","0","长子公路管理段","0","S326","是","","","MTEyLjk3Mzk0MTA5","MzYuMTQ1NjY3NDc=","MTEyLjk2Njc4NjYy","MzYuMTQzMDY2NjM="
"3890","S326","140428","长安线","石哲镇","石哲镇","28.2","29.5","1.3","12","二级","否","2","11","沥青混凝土","13","12","7","60","2006","","","0","否","否","非收费","","","","1.3","1.3","1.3","2","重丘","0","长子公路管理段","0","S326","是","","","MTEyLjc3ODIxODAy","MzYuMDk2NDE4ODg=","MTEyLjc2MzgwNTE2","MzYuMDk3MjIwMTE="
"3891","S326","140428","长安线","石哲镇","岳阳村","29.5","33.12","3.62","12","二级","否","2","11","沥青混凝土","12","11","7","60","2006","","","0","否","否","非收费","","","","3.62","3.62","3.62","2","重丘","4","长子公路管理段","0","S326","是","","","MTEyLjc2MzgwNTE2","MzYuMDk3MjIwMTE=","MTEyLjcyNDg2NjU2","MzYuMTAxNzI3NjE="
"3893","S326","140428","长安线","老圪岛村","发鸠山","40.075","43.438","3.363","12","二级","否","2","11","沥青混凝土","8","7","7","60","2003","","","0","否","否","非收费","","","","3.363","3.363","0","2","重丘","4","长子公路管理段","0","S326","是","","","MTEyLjY2MjE3MzI3","MzYuMTI4MTkwMDQ=","MTEyLjYzNDMxMjAy","MzYuMTQ3MjAwODg="
"3911","S326","141026","长安线","凤池村","安泽县城","102.48","105.995","3.515","12","二级","否","2","11","沥青混凝土","8.5","8","7","60","1969","2007","","0","否","否","非收费","","","","3.515","2.511","2.214","1","山岭","7","安泽公路管理段","0","S326","是","","","MTEyLjIzMTI1ODQy","MzYuMTE4NjQxNzg=","MTEyLjI0MTIyNDAx","MzYuMTQ4MzI4ODQ="
"3913","S327","140427","北荫线","川河口","东柏林加油站","9.627","13.27","3.643","12","二级","否","2","11","沥青混凝土","12","11","8","80","1997","2007","","0","否","否","非收费","G207","1817.414","1813.771","3.643","3.643","2.711","1","山岭","2","壶关公路管理段","0","S327","是","","","MTEzLjIxOTEwMjMz","MzUuOTUxNDI4MzM=","MTEzLjE5NDI4MTY2","MzUuOTY5MTkyMzM="
"3914","S327","140427","北荫线","东柏林加油站","壶关长治县界","13.27","15.786","2.516","12","二级","否","2","11","沥青混凝土","12","11","8","80","1997","2007","","0","否","否","非收费","","","","2.516","2.516","0","1","山岭","3","壶关公路管理段","0","S327","是","","","MTEzLjE5NDI4MTY2","MzUuOTY5MTkyMzM=","MTEzLjE2NzgwOTk0","MzUuOTc0NDE2MDM="
"3915","S327","140404","北荫线","壶关长治县界","荫城村","15.786","20.953","5.167","12","二级","否","2","11","沥青混凝土","12","11","8","80","1997","2007","","0","否","否","非收费","","","","5.167","5.167","2.613","1","山岭","9","长治县公路管理段","0","S327","是","","","MTEzLjE2NzgwOTk0","MzUuOTc0NDE2MDM=","MTEzLjEyMzY0MTYz","MzUuOTYxMzI1MDE="
"3916","S328","141024","洪永线","堤村","堤村","0","0.5","0.5","13","三级","否","2","12","水泥混凝土","17","16","20","40","1984","","","0","否","否","非收费","","","","0.5","0.5","0","4","平原","2","洪洞公路管理段","0","S328","是","","","MTExLjY1NzA0NTcz","MzYuNDExOTQwNDg=","MTExLjY1MTQ5Mzc3","MzYuNDExNjg4MjI="
"3917","S328","141024","洪永线","堤村","伏珠村","0.5","14.8","14.3","13","三级","否","2","11","沥青混凝土","8","7","10","40","1984","2013","","0","否","否","非收费","","","","14.3","14.3","10.7","4","平原","27","洪洞公路管理段","0","S328","是","","","MTExLjY1MTQ5Mzc3","MzYuNDExNjg4MjI=","MTExLjUxNDE1Nzg0","MzYuNDQ2NTk0NzU="
"3918","S328","141024","洪永线","伏珠村","三峪村","14.8","18.4","3.6","13","三级","否","2","11","沥青混凝土","8","7.4","9","40","1984","","2014","0","否","否","非收费","","","","3.6","3.6","0","4","平原","0","洪洞公路管理段","0","S328","是","","","MTExLjUxNDE1Nzg0","MzYuNDQ2NTk0NzU=","MTExLjQ4Nzk3NzI1","MzYuNDcwMjIyNjE="
"3919","S328","141024","洪永线","三峪村","效古村","18.4","23.071","4.671","13","三级","否","2","11","沥青混凝土","7.5","6.9","9","40","1984","","2016","0","否","否","非收费","","","","4.671","4.671","0","3","微丘","15","洪洞公路管理段","0","S328","是","","","MTExLjQ4Nzk3NzI1","MzYuNDcwMjIyNjE=","MTExLjQ0NTIyNDQ0","MzYuNDg0ODY0MzI="
"3920","S328","141024","洪永线","效古村","尚峰头","23.071","36.925","13.854","13","三级","否","2","12","水泥混凝土","8","7","20","40","1984","","","0","否","否","非收费","","","","13.854","13.854","4.33","3","微丘","16","洪洞公路管理段","0","S328","是","","","MTExLjQ0NTIyNDQ0","MzYuNDg0ODY0MzI=","MTExLjM3MjkzNzQ2","MzYuNTMwMTI2NDY="
"3921","S328","141033","洪永线","尚峰头","磨沟村","36.925","52.4","15.475","12","二级","否","2","11","沥青混凝土","8.5","7.9","6.5","60","1982","2005","","0","否","否","非收费","","","","15.475","15.475","11.9","1","山岭","37","蒲县公路管理段","0","S328","是","","","MTExLjM3MjkzNzQ2","MzYuNTMwMTI2NDY=","MTExLjI1MjY1MjI2","MzYuNjA1NTE0"
"3922","S328","141033","洪永线","磨沟村","磨沟村","52.4","53.63","1.23","12","二级","否","2","11","沥青混凝土","8.5","7.9","6.5","60","1982","2005","2014","0","否","否","非收费","","","","1.23","1.23","0","1","山岭","3","蒲县公路管理段","0","S328","是","","","MTExLjI1MjY1MjI2","MzYuNjA1NTE0","MTExLjI0MzEwODYy","MzYuNjEzMDc5NTU="
"3923","S328","141031","洪永线","磨沟村","上庄村","53.63","58.793","5.163","12","二级","否","2","11","沥青混凝土","8.5","7.9","9","60","1982","2004","2014","0","否","否","非收费","","","","5.163","5.163","4.253","1","山岭","11","隰县公路管理段","0","S328","是","","","MTExLjI0MzEwODYy","MzYuNjEzMDc5NTU=","MTExLjIwMzYwNzIz","MzYuNjQxMzUyOTc="
"3924","S330","141023","襄乡线","城西村","陈郭村","0","1.5","1.5","12","二级","否","4","11","沥青混凝土","24","24","7","60","1983","2007","","0","否","否","非收费","","","","1.5","1.5","0","4","平原","0","襄汾公路管理段","0","S330","是","","","MTExLjQyMzA3MTY2","MzUuODc3MTgzMzM=","MTExLjQwNjUyNQ==","MzUuODc2MDYxNjY="
"3925","S330","141023","襄乡线","陈郭村","汾城","1.5","14.046","12.546","12","二级","否","2","11","沥青混凝土","13","12.5","7","60","1983","2007","","0","否","否","非收费","","","","12.546","12.546","9.02","4","平原","2","襄汾公路管理段","0","S330","是","","","MTExLjQwNjUyNQ==","MzUuODc2MDYxNjY=","MTExLjI4MzcwMjE5","MzUuODM2MDMyMTY="
"3926","S330","141023","襄乡线","汾城","汾城镇陈公村","14.046","21.785","7.739","12","二级","否","2","11","沥青混凝土","12","11","7","60","1983","2006","","0","否","否","非收费","","","","7.739","7.739","6.454","3","微丘","6","襄汾公路管理段","0","S330","是","","","MTExLjI4MzcwMjE5","MzUuODM2MDMyMTY=","MTExLjIyNTQ2NTc=","MzUuODYwOTk4NjI="
"3937","S331","140524","坪曲线","杨寨南","杨寨","33.555","33.822","0.267","12","二级","否","2","11","沥青混凝土","8.5","7.5","10","60","2003","","","0","否","否","非收费","","","","0.267","0.267","0.267","1","山岭","1","陵川公路段","0","S331","是","","","MTEzLjI5MDA3MTQ4","MzUuODEzMjAwODY=","MTEzLjI4NzkwODk2","MzUuODE0ODI3NA=="
"3938","S331","140524","坪曲线","杨寨","乔山","33.822","46","12.178","12","二级","否","2","21","沥青贯入式","8.5","7.5","6","60","1998","","","0","否","否","非收费","","","","12.178","12.178","12.178","1","山岭","18","陵川公路段","0","S331","是","","","MTEzLjI4NzkwODk2","MzUuODE0ODI3NA==","MTEzLjE4NDk4MTY2","MzUuODM4ODAzMzM="
"3939","S331","140524","坪曲线","乔山","苏庄","46","48.4","2.4","12","二级","否","2","11","沥青混凝土","12","11","6","60","1998","","","0","否","否","非收费","","","","2.4","2.4","2.4","1","山岭","1","陵川公路段","0","S331","是","","","MTEzLjE4NDk4MTY2","MzUuODM4ODAzMzM=","MTEzLjE2NDYyNQ==","MzUuODU0Nzg3NQ=="
"3943","S331","140581","坪曲线","桥北","唐庄","77.93","80.105","2.175","12","二级","否","2","11","沥青混凝土","12","11","6","60","1968","2002","","0","否","否","非收费","","","","2.175","2.175","2.175","2","重丘","2","高平公路段","0","S331","是","","","MTEyLjkyNTgxMzU1","MzUuNzc1OTAwOTg=","MTEyLjkwNDczNTQy","MzUuNzY5MTQ2ODk="
"3948","S331","140521","坪曲线","景家沟","东坞岭","163.022","182.743","19.721","12","二级","否","2","11","沥青混凝土","12","11","7","60","2000","2010","","0","否","否","非收费","","","","19.721","19.721","19.721","1","山岭","46","沁水公路段","0","S331","是","","","MTEyLjIwMTE5MjQy","MzUuNjg4NTYwOTY=","MTEyLjAxNjIz","MzUuNzQzMDAzMzM="
"3957","S331","141022","坪曲线","李庄村","云唐村","220.8","223","2.2","12","二级","否","2","11","沥青混凝土","15","14.4","7","60","2005","","","0","否","否","非收费","","","","2.2","2.2","2.2","3","微丘","2","翼城公路管理段","0","S331","是","","","MTExLjY5MDAyNzQz","MzUuNzE5NzkyMzg=","MTExLjY2NjI1OTky","MzUuNzE4MzIyOTk="
"3966","S333","140525","碗周线","周村","周村","33.555","33.954","0.399","13","三级","否","2","11","沥青混凝土","8","7","6.5","40","2004","","2011","0","否","否","非收费","","","","0.399","0.399","0","1","山岭","1","晋城南公路段","0","S333","是","","","MTEyLjcyNjE0MTky","MzUuMzk3MzQ5ODY=","MTEyLjcyNjU3NTgz","MzUuNDAwOTE5MTY="
"3970","S339","140213","田吴线","西河河村出口","房子村","60.41","62.47","2.06","12","二级","否","2","12","水泥混凝土","12","11.4","30","100","1996","","","0","否","否","非收费","","","","2.06","2.06","2.06","4","平原","0","大同市公路管理段","0","S339","是","","","MTEzLjI3NzUxODMz","NDAuMDM0Mjg=","MTEzLjI1OTM1OTY=","NDAuMDQ2MjI0NzY="
"3973","S339","140213","田吴线","小站","晋华宫","69.6","72.08","2.48","12","二级","否","2","11","沥青混凝土","12","11.4","9","80","1996","2009","","0","否","否","非收费","","","","2.48","2.48","2.48","3","微丘","4","大同市公路管理段","0","S339","是","","","MTEzLjIxMDkwNjgx","NDAuMDkzMzU3MQ==","MTEzLjE5MDMxMjgx","NDAuMTA2NDI4Nzg="
"3974","S339","140214","田吴线","晋华宫","晋华宫","72.08","75","2.92","12","二级","否","2","11","沥青混凝土","12","11.4","9","80","1996","2009","","0","否","否","非收费","","","","2.92","2.92","2.92","3","微丘","6","大同市公路管理段","0","S339","是","","","MTEzLjE5MDMxMjgx","NDAuMTA2NDI4Nzg=","MTEzLjE2MDA1","NDAuMTAzMjY="
"3975","S339","140214","田吴线","晋华宫","吴官屯","75","81.6","6.6","12","二级","否","2","11","沥青混凝土","16.5","15","9","80","1996","","","0","否","否","非收费","","","","6.6","2.019","1.575","3","微丘","9","大同市公路管理段","0","S339","是","","","MTEzLjE2MDA1","NDAuMTAzMjY=","MTEzLjEwNzQ3ODMz","NDAuMTIyMjM="
"3976","S339","140214","田吴线","吴官屯","吴官屯","81.6","82.15","0.55","12","二级","否","2","11","沥青混凝土","12","11.4","9","80","1996","2011","","0","否","否","非收费","","","","0.55","0.403","0.403","3","微丘","0","大同市公路管理段","0","S339","是","","","MTEzLjEwNzQ3ODMz","NDAuMTIyMjM=","MTEzLjEwMTU3Mzk0","NDAuMTI0MzQzNTY="
"3977","S340","141182","汾柳线","汾阳市河北村","汾阳市河北村","0","1","1","11","一级","否","6","11","沥青混凝土","24.5","24","10","80","1996","","2010","0","否","否","非收费","","","","1","1","0","3","微丘","1","汾阳公路管理段","0","S340","是","","","MTExLjY3ODc2MzMz","MzguMjczOTc3NDg=","MTExLjY4NzQ5Nzcy","MzguMjY5MTg0NjY="
"3978","S340","141182","汾柳线","汾阳市河北村","孝义市西辛壁村","1","9.338","8.338","11","一级","否","4","11","沥青混凝土","24.5","23.5","10","60","1996","2010","","0","否","否","非收费","","","","8.338","8.031","8.031","3","微丘","8","307养护公司","0","S340","是","","","MTExLjcyMjEyMDY1","MzcuMjM4NTgyNjY=","MTExLjY4NzkwNTIy","MzcuMTY5NzUyNTY="
"3981","S340","141129","汾柳线","中阳县南大井村","中阳县南大井村","45.725","46","0.275","11","一级","否","4","11","沥青混凝土","24.5","23.5","10","60","1996","2010","2018","0","否","否","非收费","","","","0.275","0.275","0.275","3","微丘","0","307养护公司","0","S340","是","","","MTExLjM3MTYxMDY2","MzcuMjM2ODM4OTQ=","MTExLjM2ODU4MDE3","MzcuMjM2NTYxMzY="
"3982","S340","141129","汾柳线","中阳县南大井村","中阳县苍湾村","46","65","19","11","一级","否","4","11","沥青混凝土","24.5","23.5","10","60","1996","2010","","0","否","否","非收费","","","","19","18.574","18.574","3","微丘","47","307养护公司","0","S340","是","","","MTExLjM2ODU4MDE3","MzcuMjM2NTYxMzY=","MTExLjIxODY4NDUx","MzcuMzI4Mzg2"
